country,name,address,latitude,longitude
France,Metz,"IKEA, Rue du Trou aux Serpents, La Maxe, Metz, Moselle, Grand Est, France métropolitaine, 57140, France",49.14999425,6.188020000387743
France,Montpellier,"IKEA, Boulevard Pénélope, Port Marianne, Montpellier, Hérault, Occitanie, France métropolitaine, 34000, France",43.60416745,3.9239949502206475
France,Mulhouse,"IKEA, Place du Renne, Morschwiller-le-Bas, Mulhouse, Haut-Rhin, Grand Est, France métropolitaine, 68790, France",47.7323321,7.282903253468318
France,Nantes,"IKEA, Rue James Cook, Preux, La Botardière, Saint-Herblain, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44800, France",47.2215344,-1.6310529
France,Orléans - Ardon,"IKEA, D 2020, Le Petit Cabaret, Saint-Cyr-en-Val, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45160, France",47.8273233,1.918863504961939
France,Plaisir,"IKEA, 202, Rue Henri Barbusse, Résidence Villiers, La Mare aux Saules, Plaisir, Versailles, Yvelines, Île-de-France, France métropolitaine, 78370, France",48.829376499999995,1.967870305463642
France,Vélizy,"IKEA Vélizy, Rue du Petit Clamart, Meudon-la-Forêt, Meudon, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92360, France",48.7834994,2.22418939488
France,Evry,"Ikea Evry, Rue du Clos aux Pois, Z.A Clos aux Pois, Lisses, Arrondissement d'Évry, Essonne, Île-de-France, France métropolitaine, 91090, France",48.596303500000005,2.4391948184878784
France,Thiais,"IKEA, Chemin Herbu, Centre commercial Thiais Village, Thiais, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94320, France",48.75915965,2.3852859067324834
France,Villiers-sur-Marne,"IKEA Villiers-sur-Marne, Boulevard Jean Monnet, Le Château, Bry-sur-Marne, Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94360, France",48.828443050000004,2.5295595802703628
France,Franconville,"Ikea, Rue du Général Leclerc, Bois de Saint-Marc, Franconville, Argenteuil, Val-d'Oise, Île-de-France, France métropolitaine, 95130, France",48.987683,2.2116882
France,Gonesse,"IKEA, A 3, Moulin des Marais, Gonesse, Sarcelles, Val-d'Oise, Île-de-France, France métropolitaine, 95500, France",48.975398,2.494204181352458
France,Paris Centre - La Madeleine,"IKEA, Boulevard de la Madeleine, Quartier Vendôme, Paris, Île-de-France, France métropolitaine, 75001, France",48.8693222,2.3257834
France,Reims - Thillois,"IKEA, 1, Rue des Acacias, Champéa Shopping Center, Thillois, Reims, Marne, Grand Est, France métropolitaine, 51370, France",49.25803,3.963942
France,Rennes - Pacé,"IKEA Rennes - Pacé, 14, Avenue des Touches, La Touche-Papail, Pacé, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, 35740, France",48.1374847,-1.7634654625391815
France,Rouen (Tourville-la-Rivière),"IKEA, Avenue Gustave Picard, Centre commercial Tourville-la-Rivière, Tourville-la-Rivière, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76410, France",49.332239,1.097049048780491
France,Saint-Etienne,"IKEA, Rue Ferrer, Saint-Jean-Bonnefonds, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42000, France",45.44890925,4.419179440401315
France,Strasbourg,"IKEA, Rue de l'Abattoir, Marché-Gare de Cronenbourg, Cronenbourg, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67300, France",48.6004526,7.730611156346638
France,Toulon,"IKEA - retrait des marchandises, D 98, Lotissement Clos des Pins, La Valette-du-Var, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83160, France",43.1395735,6.008965459183673
France,Roques sur Garonne,"IKEA Retrait marchandises, La Pyrénéenne, La Pointe, Roques, Muret, Haute-Garonne, Occitanie, France métropolitaine, 31120, France",43.511609899999996,1.3659133878139724
France,Tours,"IKEA, Rue Désiré Lecomte, Cité Jolivet, Rochepinard, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37550, France",47.3759939,0.7180565690451637
Germany,Augsburg,"IKEA, 99, Otto-Hahn-Straße, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland",48.4049213,10.871253879856315
Germany,Berlin-Lichtenberg,"IKEA Berlin-Lichtenberg, 364, Landsberger Allee, Lichtenberg, Berlin, 10365, Deutschland",52.53383755,13.514577508609015
Germany,Berlin-Spandau,"IKEA Spandau, 10, Gewerbehof, Spandau, Berlin, 13597, Deutschland",52.5282459,13.214526778217138
Germany,Berlin-Tempelhof,"IKEA Berlin-Tempelhof, 47, Sachsendamm, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland",52.46961175,13.366341067536146
Germany,Berlin-Waltersdorf,"IKEA Berlin-Waltersdorf, 8, Am Rondell, Fachmarktzentrum Waltersdorf, Siedlung Hubertus, Waltersdorf, Dahme-Spreewald, Brandenburg, 12529, Deutschland",52.366909199999995,13.555644614991262
Germany,Bielefeld,"IKEA, Brackwede, Bielefeld, Nordrhein-Westfalen, 33647, Deutschland",51.98181775,8.49259802022072
Germany,Braunschweig,"IKEA, 27, Hansestraße, Gewerbegebiet Hansestraße Ost, Veltenhof, Veltenhof-Rühme, Braunschweig, Niedersachsen, 38112, Deutschland",52.30887775,10.504470440687832
Germany,Bremerhaven,"IKEA Bremerhaven, 1i, Weserstraße, Jedutenberg, Wulsdorf, Stadtbezirk Bremerhaven-Süd, Bremerhaven, Bremen, 27572, Deutschland",53.48925175,8.605635617667023
